timestamp,gpu,power_w
2026-02-05 02:26:36.886669,0,10.03
2026-02-05 02:26:36.964122,0,10.03
2026-02-05 02:26:37.045494,0,9.64
2026-02-05 02:26:37.125114,0,9.64
2026-02-05 02:26:37.205103,0,9.94
2026-02-05 02:26:37.283881,0,9.94
2026-02-05 02:26:37.363765,0,10.03
2026-02-05 02:26:37.443937,0,9.64
2026-02-05 02:26:37.525256,0,9.94
2026-02-05 02:26:37.607092,0,9.84
2026-02-05 02:26:37.686071,0,9.74
2026-02-05 02:26:37.766180,0,9.94
2026-02-05 02:26:37.846956,0,9.64
2026-02-05 02:26:37.926346,0,9.84
2026-02-05 02:26:38.008633,0,9.94
2026-02-05 02:26:38.088482,0,9.64
2026-02-05 02:26:38.170374,0,10.03
2026-02-05 02:26:38.250620,0,11.61
2026-02-05 02:26:38.335691,0,9.74
2026-02-05 02:26:38.416131,0,9.84
2026-02-05 02:26:38.496479,0,9.64
2026-02-05 02:26:38.577735,0,9.94
2026-02-05 02:26:38.657065,0,9.74
2026-02-05 02:26:38.737338,0,9.74
2026-02-05 02:26:38.818467,0,9.74
2026-02-05 02:26:38.899314,0,9.84
2026-02-05 02:26:38.977648,0,10.03
2026-02-05 02:26:39.056920,0,10.03
2026-02-05 02:26:39.135271,0,9.64
2026-02-05 02:26:39.215111,0,14.84
2026-02-05 02:26:39.326953,0,57.36
2026-02-05 02:26:39.406208,0,57.65
2026-02-05 02:26:39.485766,0,57.85
2026-02-05 02:26:39.565030,0,57.74
2026-02-05 02:26:39.643347,0,57.84
2026-02-05 02:26:39.721792,0,57.84
2026-02-05 02:26:39.802159,0,57.94
2026-02-05 02:26:39.882255,0,57.84
2026-02-05 02:26:39.955590,0,57.94
2026-02-05 02:26:40.035609,0,59.51
2026-02-05 02:26:40.111775,0,60.39
2026-02-05 02:26:40.185728,0,60.39
2026-02-05 02:26:40.265906,0,60.39
2026-02-05 02:26:40.345732,0,60.39
2026-02-05 02:26:40.426136,0,59.90
2026-02-05 02:26:40.506252,0,60.00
2026-02-05 02:26:40.586163,0,60.19
2026-02-05 02:26:40.666883,0,74.46
