timestamp,id,power
2026-02-10 18:29:49.443476,0,105.8
2026-02-10 18:29:50.450577,1,106.2
2026-02-10 18:29:51.457231,2,106.2
2026-02-10 18:29:52.448514,3,106.1
2026-02-10 18:29:53.455468,4,106.2
2026-02-10 18:29:54.446474,5,171.1
2026-02-10 18:29:55.453302,6,189.8
2026-02-10 18:29:56.459783,7,189.6
2026-02-10 18:29:57.451305,8,189.7
2026-02-10 18:29:58.458087,9,273.6
2026-02-10 18:29:59.449231,10,345.6
2026-02-10 18:30:00.455937,11,345.6
2026-02-10 18:30:01.447090,12,345.7
2026-02-10 18:30:02.454015,13,345.9
2026-02-10 18:30:03.460497,14,346.2
2026-02-10 18:30:04.451840,15,359.5
2026-02-10 18:30:05.458553,16,359.7
2026-02-10 18:30:06.449472,17,353.6
2026-02-10 18:30:07.456713,18,353.6
2026-02-10 18:30:08.463067,19,353.9
2026-02-10 18:30:09.454541,20,354.1
2026-02-10 18:30:10.445566,21,236.2
