timestamp,gpu,power_w
2026-02-05 02:19:25.719563,0,10.53
2026-02-05 02:19:25.795715,0,9.94
2026-02-05 02:19:25.875028,0,9.84
2026-02-05 02:19:25.953797,0,10.33
2026-02-05 02:19:26.032678,0,10.03
2026-02-05 02:19:26.114043,0,11.90
2026-02-05 02:19:26.194763,0,10.03
2026-02-05 02:19:26.275515,0,10.03
2026-02-05 02:19:26.356340,0,10.33
2026-02-05 02:19:26.436365,0,10.03
2026-02-05 02:19:26.516503,0,10.43
2026-02-05 02:19:26.596129,0,9.84
2026-02-05 02:19:26.676117,0,10.03
2026-02-05 02:19:26.756491,0,10.03
2026-02-05 02:19:26.833884,0,10.13
2026-02-05 02:19:26.912255,0,10.13
2026-02-05 02:19:26.991877,0,9.94
2026-02-05 02:19:27.072440,0,10.23
2026-02-05 02:19:27.153271,0,10.13
2026-02-05 02:19:27.233780,0,10.03
2026-02-05 02:19:27.313633,0,9.94
2026-02-05 02:19:27.391612,0,9.74
2026-02-05 02:19:27.472419,0,9.94
2026-02-05 02:19:27.551886,0,10.23
2026-02-05 02:19:27.630389,0,10.03
2026-02-05 02:19:27.708588,0,10.03
2026-02-05 02:19:27.783745,0,9.93
2026-02-05 02:19:27.860900,0,10.23
2026-02-05 02:19:27.940426,0,10.42
2026-02-05 02:19:28.019206,0,12.59
2026-02-05 02:19:28.105196,0,57.26
2026-02-05 02:19:28.194855,0,58.04
2026-02-05 02:19:28.271201,0,58.14
2026-02-05 02:19:28.351050,0,58.23
2026-02-05 02:19:28.430248,0,58.43
2026-02-05 02:19:28.509228,0,58.33
2026-02-05 02:19:28.587688,0,58.23
2026-02-05 02:19:28.667280,0,58.23
2026-02-05 02:19:28.746656,0,58.33
2026-02-05 02:19:28.824657,0,59.02
2026-02-05 02:19:28.902819,0,60.88
2026-02-05 02:19:28.983461,0,61.08
2026-02-05 02:19:29.063690,0,60.78
2026-02-05 02:19:29.143000,0,60.88
2026-02-05 02:19:29.223834,0,60.49
2026-02-05 02:19:29.303315,0,60.59
2026-02-05 02:19:29.383741,0,61.17
2026-02-05 02:19:29.464359,0,68.30
2026-02-05 02:19:29.544425,0,140.14
2026-02-05 02:19:29.624316,0,136.23
2026-02-05 02:19:29.705851,0,154.56
2026-02-05 02:19:29.784882,0,167.23
2026-02-05 02:19:29.864410,0,173.10
2026-02-05 02:19:29.946562,0,208.44
2026-02-05 02:19:30.024909,0,197.82
2026-02-05 02:19:30.106155,0,204.83
2026-02-05 02:19:30.186254,0,200.61
2026-02-05 02:19:30.266731,0,202.82
2026-02-05 02:19:30.345814,0,201.26
2026-02-05 02:19:30.425921,0,200.19
2026-02-05 02:19:30.506686,0,200.92
2026-02-05 02:19:30.586703,0,200.19
2026-02-05 02:19:30.666460,0,202.62
2026-02-05 02:19:30.747653,0,199.93
2026-02-05 02:19:30.827522,0,203.40
2026-02-05 02:19:30.907028,0,194.01
2026-02-05 02:19:30.987719,0,211.75
2026-02-05 02:19:31.067183,0,196.52
2026-02-05 02:19:31.148219,0,209.28
2026-02-05 02:19:31.228498,0,199.05
2026-02-05 02:19:31.309565,0,211.91
2026-02-05 02:19:31.389211,0,198.85
2026-02-05 02:19:31.469039,0,212.04
2026-02-05 02:19:31.549225,0,202.82
2026-02-05 02:19:31.638016,0,198.60
2026-02-05 02:19:31.714834,0,208.01
2026-02-05 02:19:31.793325,0,204.09
2026-02-05 02:19:31.872692,0,198.30
2026-02-05 02:19:31.950730,0,206.20
2026-02-05 02:19:32.028252,0,211.49
2026-02-05 02:19:32.104855,0,207.40
2026-02-05 02:19:32.181224,0,202.33
2026-02-05 02:19:32.258256,0,196.06
2026-02-05 02:19:32.335746,0,208.69
2026-02-05 02:19:32.412636,0,205.90
2026-02-05 02:19:32.490689,0,202.01
2026-02-05 02:19:32.571061,0,211.36
2026-02-05 02:19:32.647040,0,208.24
2026-02-05 02:19:32.722978,0,195.21
2026-02-05 02:19:32.803082,0,202.72
2026-02-05 02:19:32.880204,0,208.14
2026-02-05 02:19:32.958350,0,199.54
2026-02-05 02:19:33.036039,0,196.22
2026-02-05 02:19:33.112947,0,210.13
2026-02-05 02:19:33.191200,0,200.06
2026-02-05 02:19:33.271164,0,209.57
2026-02-05 02:19:33.351372,0,200.22
2026-02-05 02:19:33.432444,0,209.25
2026-02-05 02:19:33.512091,0,200.71
2026-02-05 02:19:33.591939,0,202.36
2026-02-05 02:19:33.666249,0,202.43
2026-02-05 02:19:33.745741,0,202.14
2026-02-05 02:19:33.821580,0,201.68
2026-02-05 02:19:33.900466,0,203.21
2026-02-05 02:19:33.980486,0,203.01
2026-02-05 02:19:34.055544,0,201.68
2026-02-05 02:19:34.135545,0,196.48
2026-02-05 02:19:34.216070,0,206.78
2026-02-05 02:19:34.295237,0,197.21
2026-02-05 02:19:34.375182,0,208.92
2026-02-05 02:19:34.455698,0,197.49
2026-02-05 02:19:34.535700,0,210.19
2026-02-05 02:19:34.617286,0,197.91
2026-02-05 02:19:34.696154,0,211.00
2026-02-05 02:19:34.776306,0,198.11
2026-02-05 02:19:34.856945,0,213.86
2026-02-05 02:19:34.936884,0,198.37
2026-02-05 02:19:35.017659,0,213.24
2026-02-05 02:19:35.098213,0,198.79
2026-02-05 02:19:35.177957,0,203.53
2026-02-05 02:19:35.257501,0,203.63
2026-02-05 02:19:35.337579,0,204.67
2026-02-05 02:19:35.418258,0,203.30
2026-02-05 02:19:35.498584,0,198.51
2026-02-05 02:19:35.577930,0,204.31
2026-02-05 02:19:35.659462,0,197.75
2026-02-05 02:19:35.738945,0,203.82
2026-02-05 02:19:35.819420,0,196.71
2026-02-05 02:19:35.899562,0,210.65
2026-02-05 02:19:35.979708,0,195.67
2026-02-05 02:19:36.060093,0,214.87
2026-02-05 02:19:36.139492,0,199.38
2026-02-05 02:19:36.219897,0,206.06
2026-02-05 02:19:36.299573,0,201.45
2026-02-05 02:19:36.380725,0,206.45
2026-02-05 02:19:36.460426,0,202.49
2026-02-05 02:19:36.542667,0,207.52
2026-02-05 02:19:36.621653,0,204.38
2026-02-05 02:19:36.700899,0,202.36
2026-02-05 02:19:36.781017,0,202.43
2026-02-05 02:19:36.863132,0,198.24
2026-02-05 02:19:36.941342,0,205.55
2026-02-05 02:19:37.022149,0,196.81
2026-02-05 02:19:37.101879,0,207.33
2026-02-05 02:19:37.182597,0,197.36
2026-02-05 02:19:37.262178,0,211.52
2026-02-05 02:19:37.343850,0,199.41
2026-02-05 02:19:37.424392,0,210.90
2026-02-05 02:19:37.503422,0,201.39
2026-02-05 02:19:37.582697,0,211.88
2026-02-05 02:19:37.664502,0,202.10
2026-02-05 02:19:37.744245,0,211.97
2026-02-05 02:19:37.824965,0,202.53
2026-02-05 02:19:37.904652,0,210.93
2026-02-05 02:19:37.985193,0,202.92
2026-02-05 02:19:38.064329,0,207.52
