timestamp,gpu,power_w
2026-02-05 02:39:46.628098,0,9.74
2026-02-05 02:39:46.706266,0,9.64
2026-02-05 02:39:46.785084,0,10.62
2026-02-05 02:39:46.864032,0,10.03
2026-02-05 02:39:46.943104,0,9.54
2026-02-05 02:39:47.023902,0,9.74
2026-02-05 02:39:47.102819,0,9.64
2026-02-05 02:39:47.183206,0,9.94
2026-02-05 02:39:47.263184,0,9.74
2026-02-05 02:39:47.345087,0,9.64
2026-02-05 02:39:47.425824,0,9.64
2026-02-05 02:39:47.505901,0,9.74
2026-02-05 02:39:47.585298,0,9.84
2026-02-05 02:39:47.664778,0,9.54
2026-02-05 02:39:47.744642,0,9.54
2026-02-05 02:39:47.825084,0,10.23
2026-02-05 02:39:47.904931,0,9.64
2026-02-05 02:39:47.983983,0,10.13
2026-02-05 02:39:48.064734,0,9.74
2026-02-05 02:39:48.145046,0,9.74
2026-02-05 02:39:48.224706,0,9.84
2026-02-05 02:39:48.304857,0,9.64
2026-02-05 02:39:48.384949,0,10.13
2026-02-05 02:39:48.465668,0,9.54
2026-02-05 02:39:48.545882,0,9.84
2026-02-05 02:39:48.626675,0,10.13
2026-02-05 02:39:48.704026,0,9.74
2026-02-05 02:39:48.782109,0,10.23
2026-02-05 02:39:48.860566,0,9.54
2026-02-05 02:39:48.939703,0,10.13
2026-02-05 02:39:49.034677,0,56.96
2026-02-05 02:39:49.113195,0,57.55
2026-02-05 02:39:49.192140,0,57.65
2026-02-05 02:39:49.271437,0,57.74
2026-02-05 02:39:49.350478,0,57.74
2026-02-05 02:39:49.430756,0,57.74
2026-02-05 02:39:49.512052,0,58.04
2026-02-05 02:39:49.590937,0,57.94
2026-02-05 02:39:49.671055,0,57.94
2026-02-05 02:39:49.751211,0,58.82
2026-02-05 02:39:49.831363,0,58.23
2026-02-05 02:39:49.911604,0,58.33
2026-02-05 02:39:49.991916,0,58.33
2026-02-05 02:39:50.072055,0,58.53
2026-02-05 02:39:50.152644,0,58.04
2026-02-05 02:39:50.231994,0,58.04
2026-02-05 02:39:50.312055,0,57.94
2026-02-05 02:39:50.392218,0,57.94
2026-02-05 02:39:50.472684,0,111.92
2026-02-05 02:39:50.553087,0,135.34
2026-02-05 02:39:50.641426,0,151.87
2026-02-05 02:39:50.721045,0,156.44
2026-02-05 02:39:50.799091,0,181.42
2026-02-05 02:39:50.876934,0,175.08
2026-02-05 02:39:50.955423,0,200.02
2026-02-05 02:39:51.035616,0,190.05
2026-02-05 02:39:51.115727,0,206.62
2026-02-05 02:39:51.193577,0,190.54
2026-02-05 02:39:51.272127,0,205.48
2026-02-05 02:39:51.353800,0,191.83
2026-02-05 02:39:51.434007,0,201.26
2026-02-05 02:39:51.516221,0,196.84
2026-02-05 02:39:51.596440,0,201.49
2026-02-05 02:39:51.676665,0,202.04
2026-02-05 02:39:51.756600,0,199.21
2026-02-05 02:39:51.836652,0,205.58
2026-02-05 02:39:51.917132,0,198.99
2026-02-05 02:39:51.997242,0,204.41
2026-02-05 02:39:52.077402,0,199.34
2026-02-05 02:39:52.157148,0,209.73
2026-02-05 02:39:52.237496,0,197.20
2026-02-05 02:39:52.317677,0,207.75
2026-02-05 02:39:52.398112,0,198.60
2026-02-05 02:39:52.478114,0,212.75
2026-02-05 02:39:52.557836,0,196.32
2026-02-05 02:39:52.638245,0,208.83
2026-02-05 02:39:52.718257,0,195.48
2026-02-05 02:39:52.798553,0,204.87
2026-02-05 02:39:52.878797,0,196.30
2026-02-05 02:39:52.959409,0,204.28
2026-02-05 02:39:53.039169,0,202.43
2026-02-05 02:39:53.119068,0,200.88
2026-02-05 02:39:53.199385,0,207.95
2026-02-05 02:39:53.279486,0,198.35
2026-02-05 02:39:53.359598,0,203.30
2026-02-05 02:39:53.439650,0,200.87
2026-02-05 02:39:53.519689,0,206.10
2026-02-05 02:39:53.599543,0,199.73
2026-02-05 02:39:53.680142,0,210.80
2026-02-05 02:39:53.760161,0,197.85
2026-02-05 02:39:53.840378,0,209.85
2026-02-05 02:39:53.920605,0,196.26
2026-02-05 02:39:54.000300,0,207.07
2026-02-05 02:39:54.080847,0,200.09
2026-02-05 02:39:54.160610,0,202.43
2026-02-05 02:39:54.241219,0,203.99
2026-02-05 02:39:54.320810,0,201.36
2026-02-05 02:39:54.401083,0,201.45
2026-02-05 02:39:54.481389,0,202.92
2026-02-05 02:39:54.561202,0,204.57
2026-02-05 02:39:54.641898,0,201.23
2026-02-05 02:39:54.721587,0,207.49
2026-02-05 02:39:54.802263,0,200.64
2026-02-05 02:39:54.881973,0,209.74
2026-02-05 02:39:54.962181,0,197.55
2026-02-05 02:39:55.042155,0,208.01
2026-02-05 02:39:55.122513,0,196.87
2026-02-05 02:39:55.202989,0,206.81
2026-02-05 02:39:55.282661,0,199.83
2026-02-05 02:39:55.362353,0,203.70
2026-02-05 02:39:55.443274,0,198.95
2026-02-05 02:39:55.521335,0,204.18
2026-02-05 02:39:55.602755,0,205.77
2026-02-05 02:39:55.683207,0,202.85
2026-02-05 02:39:55.763203,0,208.89
2026-02-05 02:39:55.843407,0,199.89
2026-02-05 02:39:55.923882,0,210.84
2026-02-05 02:39:56.003633,0,197.55
2026-02-05 02:39:56.084351,0,208.76
2026-02-05 02:39:56.164166,0,196.48
2026-02-05 02:39:56.244061,0,206.29
2026-02-05 02:39:56.324181,0,199.80
2026-02-05 02:39:56.404061,0,204.61
2026-02-05 02:39:56.484531,0,202.53
2026-02-05 02:39:56.564637,0,203.89
2026-02-05 02:39:56.644718,0,213.89
2026-02-05 02:39:56.727417,0,197.72
2026-02-05 02:39:56.806945,0,210.77
2026-02-05 02:39:56.888550,0,198.56
2026-02-05 02:39:56.967688,0,208.28
2026-02-05 02:39:57.048513,0,198.66
2026-02-05 02:39:57.128291,0,205.74
2026-02-05 02:39:57.207678,0,201.29
2026-02-05 02:39:57.288254,0,203.66
2026-02-05 02:39:57.368171,0,204.51
2026-02-05 02:39:57.448518,0,202.92
